id,name,original_address,current_google_name,current_google_address,google_place_id,google_name_he,google_name_lang_he,google_address_he,google_short_address_he,address_has_hebrew_he,google_name_en,google_name_lang_en,google_address_en,google_short_address_en,address_has_hebrew_en
1255,עידן הפיצה,"שד' הפרחים 20, אשדוד, Israel",עידן הפיצה אשדוד,"Sderot HaPrahim 20, Ashdod, Israel",ChIJueEqpvyiAhURQXdqi4hLVxw,עידן הפיצה אשדוד,iw,"שדרות הפרחים 20, אשדוד","שדרות הפרחים 20, אשדוד",yes,עידן הפיצה אשדוד,iw,"Sderot HaPrahim 20, Ashdod","Sderot HaPrahim 20, Ashdod",no
1259,פיצה קרמלין Kremlin,"תש""ח 9, אשדוד, Israel",פיצה קרמלין,"Tashah St 9, Ashdod, Israel",ChIJTYmzRvmiAhURS37u5WXqJkQ,פיצה קרמלין,en,"תש""ח 9, אשדוד","תש""ח 9, אשדוד",yes,פיצה קרמלין,en,"Tashah St 9, Ashdod","Tashah 9, Ashdod",no
1260,מאפיות אנג'ל,"אברהם רוזנמן 6, נתיבות, Israel",Angel Bakery Factory Store,"Avraham Rozenman St, Netivot, Israel",ChIJI1_vxdl9AhURi2CaNlQHVFc,מאפיית אנג'ל חנות המפעל,iw,"אברהם רוזנמן, נתיבות","אברהם רוזנמן, נתיבות",yes,Angel Bakery Factory Store,en,"Avraham Rozenman St, Netivot","Avraham Rozenman, Netivot",no
1261,פיצה פלוס פיצה,"שד' גת 46, קריית גת, Israel",פיצה פלוס פיצה,"Sderot Gat 46, Kiryat Gat, Israel",ChIJfYWRbnqRAhURbTZybPBaPUA,פיצה פלוס פיצה,iw,"שדרות גת 46, קרית גת","שדרות גת 46, קרית גת",yes,פיצה פלוס פיצה,iw,"Sderot Gat 46, Kiryat Gat","Sderot Gat 46, Kiryat Gat",no
1264,שווארמה סבן,"פרץ סנטר, פרץ סנטר דימונה, Israel",מרכז השווארמה דימונה,"Peretz Center Mall, Dimona, Israel",ChIJM2yZAwFHAhURhAjPIpAMBD8,מרכז השווארמה דימונה,iw,"קניון פרץ סנטר, דימונה","קניון פרץ סנטר, דימונה",yes,מרכז השווארמה דימונה,iw,"Peretz Center Mall, Dimona","Peretz Center Mall, Dimona",no
1268,שיפקה,"התקווה 4, קניון קרית הממשלה, באר שבע, Israel",שיפקה,"Ha-Tikva St 4, Be'er Sheva, Israel",ChIJ48XPzmNnAhUR-DWO-dBjmD4,שיפקה,iw,"התקווה 4, באר שבע","התקווה 4, באר שבע",yes,שיפקה,iw,"Ha-Tikva St 4, Be'er Sheva","HaTikva 4, Beersheba",no
1269,שניצליה,"דרך מצדה 17, באר שבע, Israel","שניצליה, באר שבע","Derech Metsada 17, Beersheba, Israel",ChIJf-3gvGdmAhURwbWGmrLskVI,"שניצליה, באר שבע",iw,"דרך מצדה 17, באר שבע","דרך מצדה 17, באר שבע",yes,"שניצליה, באר שבע",iw,"Derech Metsada 17, Beersheba","Derech Metsada 17, Beersheba",no
1270,פיצה מרציאנו,"וינגייט 32, באר שבע, Israel",Pizza Marciano,"Wingate St 15, Be'er Sheva, Israel",ChIJ6zuTx1BmAhURxMnBK_4TrOg,פיצה מרציאנו,iw,"וינגייט 15, באר שבע","וינגייט 15, באר שבע",yes,Pizza Marciano,en,"Wingate St 15, Be'er Sheva","Wingate 15, Beersheba",no
1271,קונדיטורית ללוש,"בארי, Israel",קונדיטוריית ללוש,"Be'eri, 8513500, Israel",ChIJ6Wizd9yB_RQRMjqdSfPnP5c,קונדיטוריית ללוש,iw,"בארי, 8513500",בארי,yes,קונדיטוריית ללוש,iw,"Be'eri, 8513500",Be'eri,no
1272,הפינה התאילנדית,"גן בנימין 8, אילת, Israel",Thai Corner הפינה התאילנדית,"מרכז סיטי סנטר 8 אילת, Eilat, 88000, Israel",ChIJSZpEZPhxABURuqJoLeNP2z8,הפינה התאילנדית,iw,"מרכז סיטי סנטר 8 אילת, אילת, 88000",מרכז סיטי סנטר 8 אילת,yes,Thai Corner הפינה התאילנדית,en,"מרכז סיטי סנטר 8 אילת, Eilat, 88000",מרכז סיטי סנטר 8 אילת,yes
1277,המקסיקני,"דרך הדרום 9, קריית גת, Israel",המקסיקני,"Derekh ha-Darom 9, Kiryat Gat, Israel",ChIJkR5krWKRAhURC8FumegupAU,המקסיקני,iw,"דרך הדרום 9, קרית גת","דרך הדרום 9, קרית גת",yes,המקסיקני,iw,"Derekh ha-Darom 9, Kiryat Gat","Derekh ha-Darom 9, Kiryat Gat",no
1282,פיצה דליה,"דימונה, Israel",לה פיאצ'ה (פיצה דליה),"מרכז מסחרי, Dimona, Israel",ChIJpzEndfVHAhURNAJygSNMzcw,לה פיאצ'ה (פיצה דליה),iw,"מרכז מסחרי, דימונה","מרכז מסחרי, דימונה",yes,לה פיאצ'ה (פיצה דליה),iw,"מרכז מסחרי, Dimona","מרכז מסחרי, Dimona",yes
1285,אזור גריל בר,"הרצל 102, באר שבע, Israel",אזור גריל-בר,"Herzl St 102, Be'er Sheva, 8422049, Israel",ChIJIej1l0JnAhURymaUg9TFvHs,אזור גריל-בר,en,"הרצל 102, באר שבע, 8422049","הרצל 102, באר שבע",yes,אזור גריל-בר,en,"Herzl St 102, Be'er Sheva, 8422049","Hertsel 102, Beersheba",no
1288,אנטריקוט אקספרס,"קאמפן 8, אילת, Israel",Antrikot,"קניון אייס מול, Kampen 8, Eilat, Israel",ChIJt3r4jP5xABURyuWQcqA_cc4,אנטריקוט אקספרס אילת,iw,"קניון אייס מול, קאמפן 8, אילת","קניון אייס מול, קאמפן 8, אילת",yes,Antrikot,en,"קניון אייס מול, Kampen 8, Eilat","קניון אייס מול, Kampen 8, Eilat",yes
1291,מקדונלד'ס,"שד' בן גוריון 21, קניון גירון, אשקלון, Israel",McDonald's,"Sderot David Ben Gurion 21, Ashkelon, 7828134, Israel",ChIJ9VI6OVqcAhURVEuHk7_WqFQ,"מקדונלד'ס - קניון גירון, אשקלון (כשר)",iw,"שדרות דוד בן גוריון 21, אשקלון, 7828134","שדרות דוד בן גוריון 21, אשקלון",yes,McDonald's,en,"Sderot David Ben Gurion 21, Ashkelon, 7828134","Sderot David Ben Gurion 21, Ashkelon",no
1294,המאפה של רונה,"הרצל 32, אשקלון, Israel",המאפה של רונה בע''מ,"Herzl St 32, Ashkelon, Israel",ChIJ2QUx0HGcAhURYQ28NtUbhKs,המאפה של רונה בע''מ,iw,"הרצל 32, אשקלון","הרצל 32, אשקלון",yes,המאפה של רונה בע''מ,iw,"Herzl St 32, Ashkelon","Hertsel 32, Ashkelon",no
1295,ריבס הכשרה,"אורט 1, נמל אשדוד, Israel",ריבס הכשרה,"Ort St 1, Ashdod, Israel",ChIJTfABD3OjAhURG-9qPi43zzs,ריבס הכשרה,iw,"אורט 1, אשדוד","אורט 1, אשדוד",yes,ריבס הכשרה,iw,"Ort St 1, Ashdod","Ort 1, Ashdod",no
1302,גן עדן,"קהילת מילנו 55, שדרות, Israel",מסעדת גן עדן,"Kehilat Milano St, Sderot, Israel",ChIJf9_ti6iGAhUR8rUBne8Skeo,מסעדת גן עדן,iw,"קהילת מילנו, שדרות","קהילת מילנו, שדרות",yes,מסעדת גן עדן,iw,"Kehilat Milano St, Sderot","Kehilat Milano, Sderot",no
1307,בית הפול והשווארמה דימונה,"שד' הרצל, דימונה, Israel",בית הפול והשווארמה - דימונה תחנה מרכזית | חומוס | פלאפל | סביח | שניצל | שווארמה | משלוחים,"Sderot Golda Me'ir, Dimona, Israel",ChIJlXgiogZGAhURN39viCkTuJA,בית הפול והשווארמה - דימונה תחנה מרכזית | חומוס | פלאפל | סביח | שניצל | שווארמה | משלוחים,iw,"שדרות גולדה מאיר, דימונה","שדרות גולדה מאיר, דימונה",yes,בית הפול והשווארמה - דימונה תחנה מרכזית | חומוס | פלאפל | סביח | שניצל | שווארמה | משלוחים,iw,"Sderot Golda Me'ir, Dimona","Sderot Golda Me'ir, Dimona",no
1310,פיצה האט,"אלי כהן 21, אשקלון, Israel",Pizza Hut,"Eli Cohen St 21, Ashkelon, Israel",ChIJn7uOXEOcAhUR0uZ76JGLmkg,פיצה האט - אשקלון,iw,"אלי כהן 21, אשקלון","אלי כהן 21, אשקלון",yes,Pizza Hut,en,"Eli Cohen St 21, Ashkelon","Eli Cohen 21, Ashkelon",no
1311,חן הלחם,"העבודה 18, נמל אשדוד, Israel",חן הלחם. אשדוד,"Ha-Avoda St 18, Ashdod, Israel",ChIJ74dfEjqjAhURaShu07u4PRc,חן הלחם. אשדוד,iw,"העבודה 18, אשדוד","העבודה 18, אשדוד",yes,חן הלחם. אשדוד,iw,"Ha-Avoda St 18, Ashdod","HaAvoda 18, Ashdod",no
1312,פלאפל הגשר,"שד' יעלים 32, באר שבע, Israel",פלאפל הגשר,"Sderot Ye'elim 3, Beersheba, 8456316, Israel",ChIJ0V_FWmlmAhURStybqgG51Ko,פלאפל הגשר,iw,"שדרות יעלים 3, באר שבע, 8456316","שדרות יעלים 3, באר שבע",yes,פלאפל הגשר,iw,"Sderot Ye'elim 3, Beersheba, 8456316","Sderot Ye'elim 3, Beersheba",no
1314,ג'ט לק שדרות,"דרך מנחם בגין 7, שדרות, Israel",ג'ט לק שדרות Jetlek,"Menachem Begin Rd, Sderot, Israel",ChIJ8Ytw9AiBAhURfGoytMtoglA,ג'ט לק שדרות Jetlek,iw,"דרך מנחם בגין, שדרות","דרך מנחם בגין, שדרות",yes,ג'ט לק שדרות Jetlek,iw,"Menachem Begin Rd, Sderot","Derech Menachem Begin, Sderot",no
1317,כיכר הטעמים,"וינגייט 2, באר שבע, Israel",כיכר הטעמים,"Wingate St 2, Be'er Sheva, Israel",ChIJ4V_k0lZmAhURSUZfXkb3ycE,כיכר הטעמים,iw,"וינגייט 2, באר שבע","וינגייט 2, באר שבע",yes,כיכר הטעמים,iw,"Wingate St 2, Be'er Sheva","Wingate 2, Beersheba",no
1320,המגש החם,"יהושע ייבין 2, באר שבע, Israel",המגש החם,"Yehoshua Yevin St 2, Be'er Sheva, Israel",ChIJXxXyivhlAhURkaHUcoD8KD4,המגש החם,iw,"יהושע ייבין 2, באר שבע","יהושע ייבין 2, באר שבע",yes,המגש החם,iw,"Yehoshua Yevin St 2, Be'er Sheva","Yehoshua Yevin 2, Beersheba",no
1321,הבורקס של פארוק,"אשקלון, Israel",בורקס בבאלך,"Ha-Gvura St 1, Ashkelon, Israel",ChIJo5Uebu2dAhURy9nVFkB-js0,בורקס בבאלך,iw,"הגבורה 1, אשקלון","הגבורה 1, אשקלון",yes,בורקס בבאלך,iw,"Ha-Gvura St 1, Ashkelon","HaGvura 1, Ashkelon",no
1326,בורגרים,"בית אשל 21, באר שבע, Israel",Burgerim,"Beit Eshel St 21, Be'er Sheva, Israel",ChIJ--6JaBdmAhURCeVveed0-o8,בורגרים באר שבע העתיקה- כשר בשר חלק,iw,"בית אשל 21, באר שבע","בית אשל 21, באר שבע",yes,Burgerim,en,"Beit Eshel St 21, Be'er Sheva","Beit Eshel 21, Beersheba",no
1327,המקסיקני,"הגדוד העברי 5, אשדוד, Israel",מקסיקני באשדוד,"Ha-Gdud ha-Ivri St, Ashdod, Israel",ChIJE2qXylWiAhURsi5DhKnU3qw,מקסיקני באשדוד,iw,"הגדוד העברי, אשדוד","הגדוד העברי, אשדוד",yes,מקסיקני באשדוד,iw,"Ha-Gdud ha-Ivri St, Ashdod","HaGdud Haivri, Ashdod",no
1329,אחלה אילת,"קאמן 1, אילת, Israel",Achla - Platinum Grill,"קאמן 1 אילת IL 88000, Kamen 1, Eilat, Israel",ChIJz7PPdvtxABURuwmxUFhO0K4,מסעדת אחלה אילת - Premium Grill House,iw,"קאמן 1 אילת IL 88000, קאמן 1, אילת","קאמן 1 אילת IL 88000, קאמן 1, אילת",yes,Achla - Platinum Grill,en,"קאמן 1 אילת IL 88000, Kamen 1, Eilat","קאמן 1 אילת IL 88000, Kamen 1, Eilat",yes
1331,פיצה דהרי,"רשב""י 15, אשדוד, Israel",דהרי,"Rashbi St 14, Ashdod, Israel",ChIJaytjPyCjAhUR3KZ4xan9S1U,דהרי,iw,"רשב""י 14, אשדוד","רשב""י 14, אשדוד",yes,דהרי,iw,"Rashbi St 14, Ashdod","Rashbi 14, Ashdod",no
1332,ישראלי קריספי,"יוסף סמלו 1, נתיבות, Israel",ישראלי קריספי,"Yosef Samelo St 1, Netivot, Israel",ChIJY-aebN99AhURUJA1rwu6paM,ישראלי קריספי,iw,"יוסף סמלו 1, נתיבות","יוסף סמלו 1, נתיבות",yes,ישראלי קריספי,iw,"Yosef Samelo St 1, Netivot","Yosef Samelo 1, Netivot",no
1340,פפה לאון רמות,"אוסקר שינדלר 21, באר שבע, Israel",פפה לאון באר שבע,"Oskar Schindler St 21, Be'er Sheva, Israel",ChIJMxyef3RnAhURCfRULFV0sCo,פפה לאון באר שבע שכונת רמות.,iw,"אוסקר שינדלר 21, באר שבע","אוסקר שינדלר 21, באר שבע",yes,פפה לאון באר שבע,en,"Oskar Schindler St 21, Be'er Sheva","Oskar Schindler 21, Beersheba",no
1342,אפטר פיצה בר,"שלושת בני עין חרוד 85, באר שבע, Israel",After Pizza Bar,"Shloshet Bnei Ein Kharod St 76, Be'er Sheva, 84205, Israel",ChIJV7Bm-RZmAhURf1DAOo6Fmms,אפטר פיצה בר,iw,"שלושת בני עין חרוד 76, באר שבע, 84205","שלושת בני עין חרוד 76, באר שבע",yes,After Pizza Bar,en,"Shloshet Bnei Ein Kharod St 76, Be'er Sheva, 84205","Shloshet Bnei Ein Harod 76, Beersheba",no
1344,מסעדת אבו,"בן יהודה 13, פרץ סנטר שדרות, Israel",Abu Choo House,"Ben Yehuda St 13, Sderot, 80100, Israel",ChIJj6UZqWyBAhURT_F8Cu4dRkw,אבו מסעדת בשרים,iw,"בן יהודה 13, שדרות, 80100","בן יהודה 13, שדרות",yes,Abu Choo House,en,"Ben Yehuda St 13, Sderot, 80100","Ben Yehuda 13, Sderot",no
1345,קבב אמונה באר שבע,"קק""ל 58, באר שבע, Israel",Kabab Emuna,"Kakal St 58, Be'er Sheva, Israel",ChIJ2dvISBdmAhURgAivmMTfr7w,קבב אמונה,iw,"קק""ל 58, באר שבע","קק""ל 58, באר שבע",yes,Kabab Emuna,en,"Kakal St 58, Be'er Sheva","Kakal 58, Beersheba",no
1347,YAKITORI,"שד' מנחם בגין 28, שדרות, Israel",יאקיטורי סושי - Yakitori Sushi,"Menachem Begin Rd 28, Sderot, Israel",ChIJLXKbQRCBAhURrHRF6Sk9QMY,יאקיטורי סושי - Yakitori Sushi,iw,"דרך מנחם בגין 28, שדרות","דרך מנחם בגין 28, שדרות",yes,יאקיטורי סושי - Yakitori Sushi,iw,"Menachem Begin Rd 28, Sderot","Derech Menachem Begin 28, Sderot",no
1349,Georgio restaurant italien,"אשקלון, Israel",ג'ורג'יו קפה- מסעדה איטלקית,"HaNamal St 9, Ashkelon, 7879304, Israel",ChIJ05BIt4adAhURVwIk4iyPlPU,ג'ורג'יו קפה- מסעדה איטלקית,iw,"הנמל 9, אשקלון, 7879304","הנמל 9, אשקלון",yes,ג'ורג'יו קפה- מסעדה איטלקית,iw,"HaNamal St 9, Ashkelon, 7879304","HaNamal 9, Ashkelon",no
1359,פיצה פאנצ',"דרך השלום 52, באר שבע, Israel",Pizza Punch,"Derech HaShalom 52, Beersheba, 8441102, Israel",ChIJx3ao8E9mAhURMpU-GG9in-Y,פיצה אל פיצהנו - Pizza El Pizzano,iw,"דרך השלום 52, באר שבע, 8441102","דרך השלום 52, באר שבע",yes,Pizza Punch,en,"Derech HaShalom 52, Beersheba, 8441102","Derech HaShalom 52, Beersheba",no
1360,ברכת המזון,"עין החתול 3, הקניון האדום, אילת, Israel",ברכת המזון,"Ein he-Khatul St 3, Eilat, 88000, Israel",ChIJSXkelP1xABURyZlwA6sAVvE,ברכת המזון אילת | קייטרינג באילת | אוכל מוכן לשבת באילת | קייטרינג לאירועים באילת | אוכל מוכן כשר למהדרין באילת,iw,"עין החתול 3, אילת, 88000","עין החתול 3, אילת",yes,ברכת המזון,iw-Latn,"Ein he-Khatul St 3, Eilat, 88000","Ein He-Hatul 3, Eilat",no
1361,פיצה במקום,"חן 29, ערד, Israel",פיצה במקום ערד,"Hen St 29, Arad, Israel",ChIJ72SyYf__AhUR63gexstdeI0,פיצה במקום ערד,iw,"חן 29, ערד","חן 29, ערד",yes,פיצה במקום ערד,iw,"Hen St 29, Arad","Hen 29, Arad",no
1367,המקסיקני,"רותם 17, מרכז מסחרי עומר, Israel",The Mexican,"Rotem St 17, Omer, Israel",ChIJ5bqiy25nAhURuIfZu0L7hmc,המקסיקני,iw,"רותם 17, עומר","רותם 17, עומר",yes,The Mexican,en,"Rotem St 17, Omer","Rotem 17, Omer",no
1368,אושי אושי באר שבע,"שד' יצחק רגר 2, באר שבע, Israel",אושי אושי באר שבע,"קניון הנגב, Yitzhack I. Rager Blvd 2, Be'er Sheva, Israel",ChIJo1dHNchnAhURfvQnBWdM_xE,אושי אושי באר שבע,iw,"קניון הנגב, שדרות יצחק רגר 2, באר שבע","קניון הנגב, שדרות יצחק רגר 2, באר שבע",yes,אושי אושי באר שבע,iw,"קניון הנגב, Yitzhack I. Rager Blvd 2, Be'er Sheva","קניון הנגב, Yitzhack I. Rager Blvd 2, Beersheba",yes
1370,אקספרס החבית,"נחל ציחור 10, מצפה רמון, Israel",HaHavit,"Nakhal Tsikhor St 10, Mitzpe Ramon, Israel",ChIJg244gUbyARUR4ty2CLibdq4,החבית,iw,"נחל ציחור 10, מצפה רמון","נחל ציחור 10, מצפה רמון",yes,HaHavit,en,"Nakhal Tsikhor St 10, Mitzpe Ramon","Nahal Tsihor 10, Mitzpe Ramon",no
1372,שירי'ס בורגר,"קק""ל 79, באר שבע, Israel",Shiri's Burger,"Kakal St 79, Be'er Sheva, Israel",ChIJr73GSxdmAhURiMuhrxCJWAw,שירי'ס בורגר,iw,"קק""ל 79, באר שבע","קק""ל 79, באר שבע",yes,Shiri's Burger,en,"Kakal St 79, Be'er Sheva","Kakal 79, Beersheba",no
1379,אצל איתן,"שדרות, Israel",אצל איתן,"Yig'al Alon St 4, Sderot, Israel",ChIJmSH8XVOBAhUR7bWnOXWK36w,אצל איתן,iw,"יגאל אלון 4, שדרות","יגאל אלון 4, שדרות",yes,אצל איתן,iw,"Yig'al Alon St 4, Sderot","Yigal Alon 4, Sderot",no
1380,חומוס אליהו,"שד' צורן, קריית גת, Israel",Hummus Eliyahu,"פינת, שדרות צורן, קרית גת, Israel",ChIJAfYGPNKTAhURCA2coXNa3Jc,חומוס אליהו קרית גת,iw,"פינת, שדרות צורן, קרית גת","פינת, שדרות צורן, קרית גת",yes,Hummus Eliyahu,en,"פינת, שדרות צורן, קרית גת","פינת, Sderot Tsoran, Kiryat Gat",yes
1384,מנהטן טוסט נקניק,"שד' לכיש 16, קריית גת, Israel",מנהטן - טוסט נקניק,"Sderot Lachish 16, Kiryat Gat, Israel",ChIJkeNFA8-RAhURm0DeB0RM7lo,מנהטן - טוסט נקניק,iw,"שדרות לכיש 16, קרית גת","שדרות לכיש 16, קרית גת",yes,מנהטן - טוסט נקניק,iw,"Sderot Lachish 16, Kiryat Gat","Sderot Lachish 16, Kiryat Gat",no
1386,בית מאפה הגשר,"שד' יעלים 32, באר שבע, Israel",Bridge bakery,"Sderot Ye'elim 32, Beersheba, Israel",ChIJDUzkVwtmAhUR5qJoTjVNYw8,בית מאפה הגשר,iw,"שדרות יעלים 32, באר שבע","שדרות יעלים 32, באר שבע",yes,Bridge bakery,en,"Sderot Ye'elim 32, Beersheba","Sderot Ye'elim 32, Beersheba",no
1388,טירמיסו,"שדרות הים התיכון 1, אשדוד, Israel",Tiramisu,"HaYam HaTichon Blvd 1, Ashdod, Israel",ChIJvR38_mqjAhURA8txIa5hFik,טירמיסו,iw,"שדרות הים התיכון 1, אשדוד","שדרות הים התיכון 1, אשדוד",yes,Tiramisu,en,"HaYam HaTichon Blvd 1, Ashdod","Sderot HaYam HaTichon 1, Ashdod",no
1390,cofix,"העצמאות 93, אשדוד, Israel",קופיקס סיטי אשדוד,"Ha-Atsma'ut St 93, Ashdod, Israel",ChIJ96AZp_iiAhUR_WaNnC_n4GA,קופיקס סיטי אשדוד,iw,"העצמאות 93, אשדוד","העצמאות 93, אשדוד",yes,קופיקס סיטי אשדוד,iw,"Ha-Atsma'ut St 93, Ashdod","HaAtsmaut 93, Ashdod",no
1400,ארומה,"שד' בן גוריון 21, קניון גירון, אשקלון, Israel",Aroma Espresso Bar ארומה אספרסו בר,"קניון גירון, שדרות דוד בן גוריון 21, אשקלון, 7828134, Israel",ChIJJ5gFA1qcAhURDt288CgmfdE,Aroma Espresso Bar ארומה אספרסו בר,en,"קניון גירון, שדרות דוד בן גוריון 21, אשקלון, 7828134","קניון גירון, שדרות דוד בן גוריון 21, אשקלון",yes,Aroma Espresso Bar ארומה אספרסו בר,en,"קניון גירון, שדרות דוד בן גוריון 21, אשקלון, 7828134","קניון גירון, Sderot David Ben Gurion 21, Ashkelon",yes
1401,פלאפל הישועה,"שד' לכיש 6, קריית גת, Israel",פלאפל הישועה,"Mish'ol Paz 101, Kiryat Gat, Israel",ChIJAQBAQ2KRAhURAAy6jqizyWQ,פלאפל הישועה,iw,"משעול פ""ז 101, קרית גת","משעול פ""ז 101, קרית גת",yes,פלאפל הישועה,iw,"Mish'ol Paz 101, Kiryat Gat","Mish'ol Paz 101, Kiryat Gat",no
1402,ביג בראשית שווארמה,"הבנים 3, אשדוד, Israel",Shawarma Bereshit,"HaBanim St 7, Ashdod, 55555, Israel",ChIJ9deHTFWiAhURzgcycW5lxUs,ביג שווארמה בראשית,iw,"הבנים 7, אשדוד, 55555","הבנים 7, אשדוד",yes,Shawarma Bereshit,en,"HaBanim St 7, Ashdod, 55555","HaBanim 7, Ashdod",no
