id,risk_reasons,source,old_name,old_address,google_name,google_address,google_primary_type,google_types,name_sim,distance_m,google_rating,rating_count,has_photo,llm_verdict,llm_conf,llm_reason,google_maps_uri,search_uri
6602,מספר בית שונה בשתי הכתובות + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,Burgers Bar תחנה מרכזית ירושלים,"יפו 224, ירושלים",Burgers Bar,"תחנה מרכזית, Yafo 222, Jerusalem, 9438310, Israel",hamburger_restaurant,hamburger_restaurant;meal_delivery;food_delivery;american_restaurant;restaurant;food;point_of_interest;establishment,1.000,2512,4,520,yes,yes,0.92,"Unique business name 'Burgers Bar' matches exactly. Both located on Yafo Street in Jerusalem Central Station (תחנה מרכזית). House number difference (224 vs 222) is minor and typical variation in address databases. Distance of 2512m appears to be a coordinate error, but street address and business name align clearly.",https://maps.google.com/?cid=17463433600439136290&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=Burgers%20Bar%20%D7%AA%D7%97%D7%A0%D7%94%20%D7%9E%D7%A8%D7%9B%D7%96%D7%99%D7%AA%20%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D%20%D7%99%D7%A4%D7%95%20224%2C%20%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D
4384,כתובת מקור חלשה/רק עיר + מרחק גבוה | address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,קפאו,"פתח תקווה, Israel",קפאו פתח תקווה KAPAO THAI FOOD,"מתחם ב.ס.ר סיטי, תוצרת הארץ 3, פתח תקווה, Israel",thai_restaurant,thai_restaurant;restaurant;food;point_of_interest;establishment,1.000,2457,4.7,915,yes,,,,https://maps.google.com/?cid=2113558887399894031&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A7%D7%A4%D7%90%D7%95%20%D7%A4%D7%AA%D7%97%20%D7%AA%D7%A7%D7%95%D7%95%D7%94%2C%20Israel
6503,address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,סוליקה הוד השרון,"הנשיאים 1, הוד השרון",סוליקה הוד השרון | Sulica Hod Hasharon,"Ha-Nesi'im St, Hod Hasharon, Israel",deli,deli;food_store;store;food;point_of_interest;establishment,1.000,2421,3.7,86,yes,,,,https://maps.google.com/?cid=18003100286653482129&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A1%D7%95%D7%9C%D7%99%D7%A7%D7%94%20%D7%94%D7%95%D7%93%20%D7%94%D7%A9%D7%A8%D7%95%D7%9F%20%D7%94%D7%A0%D7%A9%D7%99%D7%90%D7%99%D7%9D%201%2C%20%D7%94%D7%95%D7%93%20%D7%94%D7%A9%D7%A8%D7%95%D7%9F
580,כתובת מקור חלשה/רק עיר + מרחק גבוה | address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,בורגר בייט,"ירושלים, Israel",Burger Bite,"Shamgar St 16, Jerusalem, Israel",restaurant,fast_food_restaurant;restaurant;food;point_of_interest;establishment,0.857,2374,4.3,337,yes,,,,https://maps.google.com/?cid=16278892463792379086&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%91%D7%95%D7%A8%D7%92%D7%A8%20%D7%91%D7%99%D7%99%D7%98%20%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D%2C%20Israel
7174,address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,Wow Sushi,"ביאליק 76, רמת גן",וואו סושי - Wow Sushi,"קניון, ביאליק, רמת גן, Israel",sushi_restaurant,sushi_restaurant;meal_delivery;food_delivery;meal_takeaway;japanese_restaurant;restaurant;food;point_of_interest;establishment,1.000,2346,4.3,73,yes,,,,https://maps.google.com/?cid=4980530409769032044&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=Wow%20Sushi%20%D7%91%D7%99%D7%90%D7%9C%D7%99%D7%A7%2076%2C%20%D7%A8%D7%9E%D7%AA%20%D7%92%D7%9F
6724,address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,שירת הבשר,"קבוץ כנרת, עמק הירדן, מול כנרת","שירת הבשר - קצבייה, מעדנייה, בשר מעושן, וכריכי בשר מפנקים","מול כנרת, צמח, 1510501, Israel",food_store,deli;sandwich_shop;restaurant;food_store;food;store;point_of_interest;establishment,1.000,2252,4.7,698,yes,,,,https://maps.google.com/?cid=8130135956778201009&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A9%D7%99%D7%A8%D7%AA%20%D7%94%D7%91%D7%A9%D7%A8%20%D7%A7%D7%91%D7%95%D7%A5%20%D7%9B%D7%A0%D7%A8%D7%AA%2C%20%D7%A2%D7%9E%D7%A7%20%D7%94%D7%99%D7%A8%D7%93%D7%9F%2C%20%D7%9E%D7%95%D7%9C%20%D7%9B%D7%A0%D7%A8%D7%AA
4178,מספר בית שונה בשתי הכתובות + מרחק גבוה,llm,סביח פרישמן,"פרישמן 44, דיזנגוף, תל אביב, Israel",Sabich Frishman,"Frishman St 42, Tel Aviv-Yafo, Israel",israeli_restaurant,israeli_restaurant;sandwich_shop;restaurant;food;point_of_interest;establishment,0.800,2234,4.6,2263,yes,yes,0.95,"Name matches exactly (Hebrew 'סביח פרישמן' = 'Sabich Frishman'). Same street (Frishman). House numbers differ by 2 (44 vs 42), which is within acceptable error range for database inaccuracy. Distance of 2234m is due to coordinate precision issues, not a different location. Unique business name strengthens match.",https://maps.google.com/?cid=2942555013514027343&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A1%D7%91%D7%99%D7%97%20%D7%A4%D7%A8%D7%99%D7%A9%D7%9E%D7%9F%20%D7%A4%D7%A8%D7%99%D7%A9%D7%9E%D7%9F%2044%2C%20%D7%93%D7%99%D7%96%D7%A0%D7%92%D7%95%D7%A3%2C%20%D7%AA%D7%9C%20%D7%90%D7%91%D7%99%D7%91%2C%20Israel
6912,address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,B-FRESH - מרינה אשקלון,"הנמל 9, אשקלון",B-FRESH,"HaNamal St, Ashkelon, Israel",juice_shop,juice_shop;food;point_of_interest;establishment,1.000,2192,3.4,137,yes,,,,https://maps.google.com/?cid=384273828964404548&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=B-FRESH%20-%20%D7%9E%D7%A8%D7%99%D7%A0%D7%94%20%D7%90%D7%A9%D7%A7%D7%9C%D7%95%D7%9F%20%D7%94%D7%A0%D7%9E%D7%9C%209%2C%20%D7%90%D7%A9%D7%A7%D7%9C%D7%95%D7%9F
6985,address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,Pico רמלה,"שדרות ירושלים, רמלה",פיקו פיצה רמלה pico pizza,"שדרות ירושלים, רמלה, Israel",pizza_delivery,pizza_delivery;meal_delivery;food_delivery;food;point_of_interest;establishment,1.000,2174,4.9,249,yes,,,,https://maps.google.com/?cid=12396332939881342192&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=Pico%20%D7%A8%D7%9E%D7%9C%D7%94%20%D7%A9%D7%93%D7%A8%D7%95%D7%AA%20%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D%2C%20%D7%A8%D7%9E%D7%9C%D7%94
6884,address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,כפיים,"דרך אליהו נאוי, באר שבע",KAPAIM | כפיים,"מתחם דיזיין סנטר, אליהו נאוי 12, באר שבע, Israel",restaurant,restaurant;food;point_of_interest;establishment,1.000,2062,3.5,45,yes,,,,https://maps.google.com/?cid=8611732864984078604&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%9B%D7%A4%D7%99%D7%99%D7%9D%20%D7%93%D7%A8%D7%9A%20%D7%90%D7%9C%D7%99%D7%94%D7%95%20%D7%A0%D7%90%D7%95%D7%99%2C%20%D7%91%D7%90%D7%A8%20%D7%A9%D7%91%D7%A2
2471,מספר בית שונה בשתי הכתובות + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,הבן של סימו,"תל חי 111, קריית שמונה, Israel",הבן של סימו מסעדת בשרים,"ת.ד 8716, Tel Hai 108, Kiryat Shmona, Israel",restaurant,barbecue_restaurant;restaurant;food;point_of_interest;establishment,1.000,1958,4.4,609,yes,yes,0.92,"Unique name match (הבן של סימו = 'Simo's Son'), same street (Tel Hai) with house numbers very close (111 vs 108), same city (Kiryat Shmona). The 1.9km distance is likely due to GPS/mapping inaccuracy on the same street. B's full name includes 'מסעדת בשרים' (steakhouse restaurant) which confirms it's the same food business.",https://maps.google.com/?cid=4398939862909855329&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%94%D7%91%D7%9F%20%D7%A9%D7%9C%20%D7%A1%D7%99%D7%9E%D7%95%20%D7%AA%D7%9C%20%D7%97%D7%99%20111%2C%20%D7%A7%D7%A8%D7%99%D7%99%D7%AA%20%D7%A9%D7%9E%D7%95%D7%A0%D7%94%2C%20Israel
579,כתובת מקור חלשה/רק עיר + מרחק גבוה | address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,בוש בייגלס,"ירושלים, Israel",Bush Bagels,"Tsfanya St 61, Jerusalem, Israel",breakfast_restaurant,breakfast_restaurant;fast_food_restaurant;restaurant;food;point_of_interest;establishment,0.875,1903,4.5,344,yes,,,,https://maps.google.com/?cid=10973328687186670512&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%91%D7%95%D7%A9%20%D7%91%D7%99%D7%99%D7%92%D7%9C%D7%A1%20%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D%2C%20Israel
1960,כתובת מקור חלשה/רק עיר + מרחק גבוה | address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,הטאבון -אפייה של פעם,"דימונה, Israel",הטאבון,"Dimona, Israel",restaurant,restaurant;food;point_of_interest;establishment,1.000,1864,3,24,yes,,,,https://maps.google.com/?cid=941246708958699231&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%94%D7%98%D7%90%D7%91%D7%95%D7%9F%20-%D7%90%D7%A4%D7%99%D7%99%D7%94%20%D7%A9%D7%9C%20%D7%A4%D7%A2%D7%9D%20%D7%93%D7%99%D7%9E%D7%95%D7%A0%D7%94%2C%20Israel
1520,address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,קפה הילה,"אשדוד, Israel",קפה הילה,"Mafkura St, Ashdod, Israel",cafe,cafe;point_of_interest;food;establishment,1.000,1862,4.3,26,yes,,,,https://maps.google.com/?cid=12029203438756001020&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A7%D7%A4%D7%94%20%D7%94%D7%99%D7%9C%D7%94%20%D7%90%D7%A9%D7%93%D7%95%D7%93%2C%20Israel
7080,address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,קפה הצבי,"אורוות אומנים, פרדס חנה כרכור",קפה הצבי,"אורוות האומנים, Pardes Hana-Karkur, Israel",cafe,cafe;food;point_of_interest;establishment,1.000,1856,4.4,857,yes,,,,https://maps.google.com/?cid=12836980136116841499&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A7%D7%A4%D7%94%20%D7%94%D7%A6%D7%91%D7%99%20%D7%90%D7%95%D7%A8%D7%95%D7%95%D7%AA%20%D7%90%D7%95%D7%9E%D7%A0%D7%99%D7%9D%2C%20%D7%A4%D7%A8%D7%93%D7%A1%20%D7%97%D7%A0%D7%94%20%D7%9B%D7%A8%D7%9B%D7%95%D7%A8
5357,כתובת מקור חלשה/רק עיר + מרחק גבוה | address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,סופר המזרח,"ירושלים, Israel",Super HaMizrah,"Beit Lehem Rd 34, Jerusalem, 9350401, Israel",asian_restaurant,asian_restaurant;sushi_restaurant;japanese_restaurant;restaurant;food;point_of_interest;establishment,0.889,1821,4.1,467,yes,,,,https://maps.google.com/?cid=9209551029354723126&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A1%D7%95%D7%A4%D7%A8%20%D7%94%D7%9E%D7%96%D7%A8%D7%97%20%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D%2C%20Israel
1779,כתובת מקור חלשה/רק עיר + מרחק גבוה | address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,קמילה,"קריית גת, Israel",קמילה - גריל בשרים ישראלי,"Sderot Malhei Israel 178, Kiryat Gat, 82000, Israel",restaurant,restaurant;food;point_of_interest;establishment,1.000,1812,4,55,yes,,,,https://maps.google.com/?cid=4559496176987455212&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A7%D7%9E%D7%99%D7%9C%D7%94%20%D7%A7%D7%A8%D7%99%D7%99%D7%AA%20%D7%92%D7%AA%2C%20Israel
7044,address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,BIGA קריית שמונה,"מתחם ביג, קריית שמונה",Biga,"מתחם ביג, Building E, קרית שמונה, Israel",israeli_restaurant,israeli_restaurant;restaurant;food;point_of_interest;establishment,1.000,1801,4.1,1009,yes,,,,https://maps.google.com/?cid=17816434317267053523&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=BIGA%20%D7%A7%D7%A8%D7%99%D7%99%D7%AA%20%D7%A9%D7%9E%D7%95%D7%A0%D7%94%20%D7%9E%D7%AA%D7%97%D7%9D%20%D7%91%D7%99%D7%92%2C%20%D7%A7%D7%A8%D7%99%D7%99%D7%AA%20%D7%A9%D7%9E%D7%95%D7%A0%D7%94
2411,מספר בית שונה בשתי הכתובות + מרחק גבוה | address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,פיצה בעמק,"רמת גבריאל 11, מגדל העמק, Israel",גלידה בעמק / פיצה העמק,"Ramat Yizra'el St 13, Migdal HaEmek, Israel",restaurant,restaurant;food;point_of_interest;establishment,1.000,1797,4.2,168,yes,,,,https://maps.google.com/?cid=17024250843963333673&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%99%D7%A6%D7%94%20%D7%91%D7%A2%D7%9E%D7%A7%20%D7%A8%D7%9E%D7%AA%20%D7%92%D7%91%D7%A8%D7%99%D7%90%D7%9C%2011%2C%20%D7%9E%D7%92%D7%93%D7%9C%20%D7%94%D7%A2%D7%9E%D7%A7%2C%20Israel
2655,כתובת מקור חלשה/רק עיר + מרחק גבוה | address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,קייטרינג ספיר,"כרמיאל, Israel",ספיר קייטרינג,"HaMasger St, Karmiel, Israel",catering_service,catering_service;food_delivery;service;food;point_of_interest;establishment,1.000,1773,4.6,5,yes,,,,https://maps.google.com/?cid=18278074750671389788&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A7%D7%99%D7%99%D7%98%D7%A8%D7%99%D7%A0%D7%92%20%D7%A1%D7%A4%D7%99%D7%A8%20%D7%9B%D7%A8%D7%9E%D7%99%D7%90%D7%9C%2C%20Israel
1668,כתובת מקור חלשה/רק עיר + מרחק גבוה | address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,מטעמי השף,"אשקלון, Israel",מטעמי השף אלון,"Shlomo Cohen St 1/3, Ashkelon, Israel",catering_service,catering_service;food_delivery;service;food;point_of_interest;establishment,1.000,1769,3.6,51,yes,,,,https://maps.google.com/?cid=6648747768460436559&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%98%D7%A2%D7%9E%D7%99%20%D7%94%D7%A9%D7%A3%20%D7%90%D7%A9%D7%A7%D7%9C%D7%95%D7%9F%2C%20Israel
5883,מספר בית שונה בשתי הכתובות + מרחק גבוה,llm,פלאפל דבורה,"המייסדים 30, פרדס חנה-כרכור, Israel",Falafel Dvora,"Ha-Meyasdim St 29, Pardes Hanna-Karkur, Israel",falafel_restaurant,falafel_restaurant;vegan_restaurant;vegetarian_restaurant;fast_food_restaurant;restaurant;food;point_of_interest;establishment,0.556,1703,4,1499,yes,yes,0.95,"Name matches perfectly (Hebrew 'פלאפל דבורה' = English 'Falafel Dvora'). Street name matches exactly ('המייסדים' = 'Ha-Meyasdim'). House numbers are adjacent (30 vs 29), which is expected given coordinate/address data inaccuracy. City matches. Unique business name with food type. Distance of 1.7km is larger but consistent with address database errors on same street.",https://maps.google.com/?cid=14724700750294293413&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%9C%D7%90%D7%A4%D7%9C%20%D7%93%D7%91%D7%95%D7%A8%D7%94%20%D7%94%D7%9E%D7%99%D7%99%D7%A1%D7%93%D7%99%D7%9D%2030%2C%20%D7%A4%D7%A8%D7%93%D7%A1%20%D7%97%D7%A0%D7%94-%D7%9B%D7%A8%D7%9B%D7%95%D7%A8%2C%20Israel
6920,מספר בית שונה בשתי הכתובות + מרחק גבוה | LLM אישר בביטחון נמוך יחסית ויש עוד סימן סיכון,llm,Burgers Bar דן אילת,"דרך פעמי השלום 23, אילת",Burgers Bar | בורגרס בר | דן אילת,"Derech Pa'amei HaShalom 21, Eilat, Israel",fast_food_restaurant,fast_food_restaurant;hamburger_restaurant;american_restaurant;restaurant;food;point_of_interest;establishment,1.000,1703,4.6,29,yes,yes,0.92,"Same unique business name (Burgers Bar Dan Eilat), same street (Derech Pa'amei HaShalom), same city (Eilat). House number difference (23 vs 21) is minor and could be due to database error. Distance of 1703m is likely calculation artifact from coordinate error, not actual separation. Strong name match confirms same physical business.",https://maps.google.com/?cid=17283613033503601341&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=Burgers%20Bar%20%D7%93%D7%9F%20%D7%90%D7%99%D7%9C%D7%AA%20%D7%93%D7%A8%D7%9A%20%D7%A4%D7%A2%D7%9E%D7%99%20%D7%94%D7%A9%D7%9C%D7%95%D7%9D%2023%2C%20%D7%90%D7%99%D7%9C%D7%AA
6495,מספר בית שונה בשתי הכתובות + מרחק גבוה | address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,B-FRESH - קניון הדר,"פייר קניג 26, ירושלים",B fresh,"General Pierre Koenig St 22, Jerusalem, Israel",juice_shop,juice_shop;food;point_of_interest;establishment,1.000,1629,1.8,29,yes,,,,https://maps.google.com/?cid=10770044116333063440&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=B-FRESH%20-%20%D7%A7%D7%A0%D7%99%D7%95%D7%9F%20%D7%94%D7%93%D7%A8%20%D7%A4%D7%99%D7%99%D7%A8%20%D7%A7%D7%A0%D7%99%D7%92%2026%2C%20%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D
6963,מספר בית שונה בשתי הכתובות + מרחק גבוה | address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,מסעדת קיסר,"דרך הגליל 55, ראש פינה",מסעדת קיסר ראש פינה - Caesar Meat Bar - כשר למהדרין,"Galil road 1, Rosh Pinna, Israel",restaurant,restaurant;food;point_of_interest;establishment,1.000,1595,4.8,445,yes,,,,https://maps.google.com/?cid=15408299908068406783&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%A1%D7%A2%D7%93%D7%AA%20%D7%A7%D7%99%D7%A1%D7%A8%20%D7%93%D7%A8%D7%9A%20%D7%94%D7%92%D7%9C%D7%99%D7%9C%2055%2C%20%D7%A8%D7%90%D7%A9%20%D7%A4%D7%99%D7%A0%D7%94
6768,מספר בית שונה בשתי הכתובות + מרחק גבוה | address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,Burgers Bar הרובע היהודי,"תפארת ישראל 12, ירושלים",Burgers Bar,"Ben Yehuda St 2, Jerusalem, 9462201, Israel",hamburger_restaurant,hamburger_restaurant;american_restaurant;restaurant;food;point_of_interest;establishment,1.000,1592,3.9,893,yes,,,,https://maps.google.com/?cid=13321662233336030691&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=Burgers%20Bar%20%D7%94%D7%A8%D7%95%D7%91%D7%A2%20%D7%94%D7%99%D7%94%D7%95%D7%93%D7%99%20%D7%AA%D7%A4%D7%90%D7%A8%D7%AA%20%D7%99%D7%A9%D7%A8%D7%90%D7%9C%2012%2C%20%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D
7125,מספר בית שונה בשתי הכתובות + מרחק גבוה | address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,יאשקה רמת השרון,"טרומפלדור 5, רמת השרון",יאשקה - רמת השרון,"Trumpeldor St 1, Ramat Hasharon, Israel",restaurant,falafel_restaurant;barbecue_restaurant;restaurant;food;point_of_interest;establishment,1.000,1529,4.3,298,yes,,,,https://maps.google.com/?cid=2235702225981845570&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%99%D7%90%D7%A9%D7%A7%D7%94%20%D7%A8%D7%9E%D7%AA%20%D7%94%D7%A9%D7%A8%D7%95%D7%9F%20%D7%98%D7%A8%D7%95%D7%9E%D7%A4%D7%9C%D7%93%D7%95%D7%A8%205%2C%20%D7%A8%D7%9E%D7%AA%20%D7%94%D7%A9%D7%A8%D7%95%D7%9F
2750,כתובת מקור חלשה/רק עיר + מרחק גבוה | address-first עם מרחק גבוה וללא מספר בית משותף ברור,address-first,קיסר ים,"קיסריה, Israel","קיסר ים אירועים וכנסים בע""מ","Caesarea, Keisarya, Israel",event_venue,event_venue;wedding_venue;point_of_interest;service;establishment,1.000,1502,4.2,526,yes,,,,https://maps.google.com/?cid=683262046293736483&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.google.com/maps/search/?api=1&query=%D7%A7%D7%99%D7%A1%D7%A8%20%D7%99%D7%9D%20%D7%A7%D7%99%D7%A1%D7%A8%D7%99%D7%94%2C%20Israel
