buckets,id,final,source,old_name,old_address,old_lat,old_lng,google_place_id,google_name,google_address,google_lat,google_lng,name_sim,distance_m,business_status,food_signal,google_primary_type,google_types,google_phone,google_rating,rating_count,opening_hours,has_photo,photo_name,photo_attribution,llm_verdict,llm_conf,llm_reason,google_maps_uri,resolved_final,collision
high distance (>1km)|address-first,4460,verified,address-first,מאפה נאמן,"חיים סוטין 4, פתח תקווה, Israel",32.0924813,34.8653075,ChIJX9F9_lo2HRURb5ZjFk56364,Neeman Bakery,"Khayim Soutin St 4, Petah Tikva, Israel",32.1020459,34.8942554,1.000,2927,OPERATIONAL,food,cafe,cafe;food;point_of_interest;establishment,03-930-1118,3.9,1949,Monday: 6:00 AM – 9:00 PM | Tuesday: 6:00 AM – 9:00 PM | Wednesday: 6:00 AM – 9:00 PM | Thursday: 6:00 AM – 9:00 PM | Friday: 6:30 AM – 2:00 PM | Saturday: Closed | Sunday: 6:00 AM – 9:00 PM,yes,places/ChIJX9F9_lo2HRURb5ZjFk56364/photos/AaVGc3kAEN7LKjARW9Ik_ZTU4gwTiTM6thyko-WMnpM9aYah34IIieTtsQG5U5Or6Dis-tunLKPo5TMlz2a1d7Lv-IR-6uVxz3Mz6jY1G-zRsgcIEhUV31L0qPyTg9HkGjfEcbwOrqrJAHLl7jPWhFtoyCF-kyh203Nn8MR37ws_CfGYVnflFhUWWlKy4W4JOi-g8oUlCYXAQmxz8b5NobLqkHPXlHtoFDescZTaj3z5_alAsT1Jf44Fv5ikexITsMEXql5H4X1x1BPI8v9MbNSI3RFK52RA3vGeDR5XmS1WbZq4zQa0cYene1haUwUzWyo-_PFgsAm0DaTVkkAczUOzENmNyfx2ab0LQfWnWSAyZwg-Qh-EJvYdbdi4fvxgteTECrIYHdtpWf0xomX1W5M--78cMQQsF99qRzGjA_fAgeBQvjQ,marina kh,,,,https://maps.google.com/?cid=12600924758207600239&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
high distance (>1km)|LLM (other),7050,verified,llm,רפאלו נתניה,"מגדלי היהלום 1 , האורנים 23, נתניה",32.3226,34.8528,ChIJ9wFPUJg_HRURFoEa4SiwgZA,רפאלו - Raffaello מסעדה איטלקית נתניה,"HaOrzim St 23, Netanya, 42377, Israel",32.3143349,34.871135699999996,1.000,1953,OPERATIONAL,food,italian_restaurant,italian_restaurant;restaurant;food;point_of_interest;establishment,077-303-4051,4.4,62,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 9:00 AM – 1:30 PM | Saturday: 8:30 – 11:00 PM | Sunday: 10:00 AM – 11:00 PM,yes,places/ChIJ9wFPUJg_HRURFoEa4SiwgZA/photos/AaVGc3mXPTce3pHoG4rg9IBBG1Vs6hgCNHVHAzXH8c9JXOLS7jN-XwGx5fXAhAI6eO-g9_xqcYVAsKF0BFs6EpVDTnEkQ8JcQCSNXl2OGOpDaNLwD-t710oA2DhXv4718nAYwx8KzDKg_4OmPd38cQoNadqdmT9TeZLW7McXs1Q4ac4ZnwQMJXuCFKxnlfr9bLGqKO76f4ntEKvgpLS_I8OrokdfEa1DkglrgGgN5bbCByHqmBBygmKrciF5TdnbULivKTrBcxNoyKIYj-bHHx_2Jp8uiPq79uv-RXftxQ1H2K6LA9z3WegucEKs12VTux-sLVQI5CooaiPEdO0GR03j_RCqCTY8DlcpWiO0CqjIlFiNFDyDbs1Zy3Xj1xaW3Awqjzs07mxawAR-jOlY3qhndRvkL4gvIoqSPeneo0ClDkpdQRr-05jMnbXYvMppNXK2,רפאלו - Raffaello מסעדה איטלקית נתניה,yes,0.92,Unique restaurant name 'Raffaello' matches in both listings (Hebrew and transliterated). Both addresses are in Netanya on HaOrzim/האורנים St 23. Distance of 1953m is large but likely due to our database having incorrect building/complex reference ('מגדלי היהלום 1') while Google has the correct street address. Street name and house number align; name is distinctive enough to confirm same business.,https://maps.google.com/?cid=10412797503079088406&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
high distance (>1km)|address-first,6597,verified,address-first,B-FRESH - מול החוף וילג' חדרה,"שכטמן 10 חדרה, חדרה",32.4341,34.919,ChIJ4ShZXN0THRURXHvg6Xw5tBw,B-FRESH מול החוף וילג,"שכטמן 10, חדרה, Israel",32.4405894,34.8943419,1.000,2424,OPERATIONAL,food,health_food_store,health_food_store;food_store;store;health;food;point_of_interest;establishment,050-953-8119,4,68,Monday: 9:30 AM – 10:00 PM | Tuesday: 9:30 AM – 10:00 PM | Wednesday: 9:30 AM – 10:00 PM | Thursday: 9:30 AM – 10:00 PM | Friday: 9:00 AM – 4:00 PM | Saturday: 8:00 – 10:30 PM | Sunday: 9:30 AM – 10:00 PM,yes,places/ChIJ4ShZXN0THRURXHvg6Xw5tBw/photos/AaVGc3lp8Wp6mxllO_CSK9QknSymKM5Jur5fvP0ys8VHCqnObwFcl4boFOv9vf6ULF300NynZMurpa2Ze2ybsT6w5zwGrbZrX8oJ_z-WBcpItveaf2ERv0HWVlq8y0575G0JzwCW3OiCWrrVLgmsQd1PbJkMgQow9QLAU-U7FAh6jB6XMLjTwyUF8vxyLBixK_hjaqJ07be0dgrYbWDvBAGmj31-UFzl1Ux13pmD-gVsLylL4wbYMAJscjZr9_3NM5CKw_q5aDAC7AV34BNCe3SQqMKHc8OZI_ovwbSm8yCNWFFYIheI87c-_d8yt6PDKfuXqHynVRkp1Yzt3rU1eNX1tLqOMTorGD5CWurIb50CarI0UC2E2cukhl9yeOlW2m3rBJIgjBFAtmPX16vOpUzRLlDyhXcPyTu7W8HXvclTYOYZKQ,baruch naji,,,,https://maps.google.com/?cid=2068341337532431196&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
high distance (>1km)|LLM (other),6844,verified,llm,ביסטרו רעים,"בר כוכבא 4, בני ברק",32.0833,34.8333,ChIJqVAEik9LHRURVOs-oYvKh6g,ביסטרו רעים,"Bar Kochva St 4, Bnei Brak, Israel",32.091758,34.824083,1.000,1280,OPERATIONAL,food,bistro,bistro;restaurant;food;point_of_interest;establishment,077-997-3035,4.4,84,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: Closed | Saturday: 7:00 – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,yes,places/ChIJqVAEik9LHRURVOs-oYvKh6g/photos/AaVGc3mdVe64p8NUEpbx2GQ_GGiMC4rKAYCoxGWGSW4a4l4yohwOWThUJpqZ9lbC2ziN3edDuf3-NTPpQLE4Qit-bCKQnoNqSOp8JRR2B20qcAkN69qFjJvGxkb7_ut1hsOUrS0TbAolxcbHWMqhj1Wb3abTp3_K_ICM2PhBBwm_GUmUHVTqbbiKfIgXg08iYSG5bwG9Yp3_cb9nNA91k5ShFNUXQ1C3T8vCpqlQr-H_OeSWj8gCwm59kqODMZCAKQr-KRA4-G1QvOiotSC6ijKQXL4OK1zEn6NEKtbYtcrWtyahZFTGtdkco7t5fIa0c-lEmId-9xU3yzt13KwGNTP6fbhNTeOX4EUOfMhsPRq_-qRaL_D098k1QA9yqU8oqtyBU6-wVxcjZD9fWXB8QdWtn5wGODvz0NCjB5DO5rxAyb-W7kYNAowcr_ntDBP69rmi,ביסטרו רעים,yes,0.95,"Identical unique business name (Bistro Reim). Address matches perfectly: Bar Kochva 4, Bnei Brak in both listings. The 1280m distance discrepancy is likely due to coordinate calculation error (geocoding), not a different location, as the street and house number match exactly.",https://maps.google.com/?cid=12143897621282351956&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
high distance (>1km)|LLM (other),6758,verified,llm,Burgers Bar מחנה יהודה,"עץ חיים 68, ירושלים",31.7683,35.2137,ChIJXzZ7RSjWAhURB2QctZzVnuk,Burgers Bar,"Etz Hayyim St 68, Jerusalem, 9451348, Israel",31.7840852,35.2129167,1.000,1757,OPERATIONAL,food,hamburger_restaurant,hamburger_restaurant;meal_delivery;food_delivery;american_restaurant;restaurant;food;point_of_interest;establishment,079-591-2242,3.9,231,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 3:00 AM | Friday: 11:00 AM – 2:45 PM | Saturday: 6:30 PM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM,yes,places/ChIJXzZ7RSjWAhURB2QctZzVnuk/photos/AaVGc3nVh5gfT24asNSF3iBuPNI6luIH-5ubA3sO76xYslZBo-NH94-CPuZr8Ltn22aVvwn3YwQc0MH85MtE7WZvodIutsrP1MmLC3Klk5NQvScNKXzEc6UYBZTzkj2TAhMKeEniPvWo0LiCYjlXUSKqfO0nPWSkc9zD6OiXxwdie38oZ9QKUA4-Iu1YEQdJIX62YQBr_OIbp5at60gqbU_SRfeQ7vZBr4vWX9m7flFSm8NKpw1oTVgm24hWzoXKdmOSUw9huFRauE2Bdj1x5itBvIqfGn12I2HSk4LRDTVXUDKOlmcDkKD1qK2XLnn-rxvCCMT0dRVG0em8X7hV8NbMQ2slQrRqMSY6-cDE3x3Z_HmQIl_AQuf5otDF4g-Qa2_Tngecqa7CYYbNnz2lGVdPjWUg4hdhD8StqoxFQnkzSw3H_6Q,יעקב ליבמן,yes,0.95,"Name matches (Hebrew 'עץ חיים' = English 'Etz Hayyim'), house number 68 identical, city Jerusalem matches. Distance of 1757m is likely due to coordinate errors in our database (acknowledged as frequent). Street and house number alignment is clear match.",https://maps.google.com/?cid=16834127326187643911&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
high distance (>1km)|LLM (other),6991,verified,llm,Burgers Bar רמת אביב,"מרכז טאגור 30, תל אביב",32.0853,34.7818,ChIJJfLfG2hJHRUROAx3ccc8FXI,Burgers Bar,"מרכז טאגור 30, Tel Aviv-Jaffa, Israel",32.116538399999996,34.796874599999995,1.000,3753,OPERATIONAL,food,hamburger_restaurant,hamburger_restaurant;meal_delivery;american_restaurant;food_delivery;restaurant;food;point_of_interest;establishment,079-591-2242,4,484,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:30 PM | Friday: 11:00 AM – 2:00 PM | Saturday: 6:30 – 11:30 PM | Sunday: 11:00 AM – 11:00 PM,yes,places/ChIJJfLfG2hJHRUROAx3ccc8FXI/photos/AaVGc3lSZ2na4AF_wBF5dnPORBg-hJexcUvGRZREkrq5JuW353ZF3-zeDU-HYBAhqfLOClX26PpS8gZeuBlUsm3tJ4DrNOLJ6dfqwRe-KiQwdr5DfNTbWcDd2AoYnN35PKi0z0RTA1B6gCt9daOwgNehAKeem5fFb3h7X9z0UWB34Qve9zPwtGoHqfFe7J_PGGW89BuHVsoNp7gS6g-IWREIgZYq8Zez2xTC32vvd41klG2OZkau4FAZZMptXKYUGBHgCCcXEMxPhCEdxFkWbYwrM3POD3bsZCOq3qOjIxk_LpGqwCVmPm4k1tDR_hLEUL4s9YzBYY0UKoBZCkKBacu--eg7MTwt0xvhik1GaHZeDrlZEjm2EIRmCw5oLQ9bUPJXEzrEMJ1rNshBQqO5jI7bB1Hj_eMwOTWbuBpdlzd2nnfoJg,Uriel Brison,yes,0.95,"Exact street address match (Merkaz Tagor 30), same city (Tel Aviv), same business name (Burgers Bar). Distance discrepancy (3753m) likely due to coordinate system differences, not indicative of different locations given identical street addresses.",https://maps.google.com/?cid=8220543522134494264&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
high distance (>1km)|LLM (other),3914,verified,llm,אליזבת,"השדרה המרכזית 15, מודיעין והסביבה, Israel",31.9085744,35.0069297,ChIJ4X5uW1LNAhURbKf-3XZ-3R0,אליזבת,"HaShdera HaMerkazit 15, Modi'in Makabim-Re'ut, Israel",31.922146699999995,34.967573699999996,1.000,4010,OPERATIONAL,food,italian_restaurant,italian_restaurant;restaurant;food;point_of_interest;establishment,1-700-702-772,4.2,32,Monday: 8:00 AM – 4:30 PM | Tuesday: 8:00 AM – 4:30 PM | Wednesday: 8:00 AM – 4:30 PM | Thursday: 8:00 AM – 4:30 PM | Friday: Closed | Saturday: Closed | Sunday: 8:00 AM – 4:00 PM,no,,,yes,0.95,"Exact name match (אליזבת), identical street address (HaShdera HaMerkazit 15), and same city (Modi'in). Large distance_meters value likely reflects coordinate error in our database, not actual mismatch. Street and house number alignment is clear.",https://maps.google.com/?cid=2152015245948659564&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
high distance (>1km)|address-first,6522,verified,address-first,Burgers Bar אשדוד,"הגדוד העברי 5, גן העיר, אשדוד",31.804,34.6552,ChIJE2qXylWiAhURyGdJgeWBYrc,Burgers bar,"Ha-Gdud ha-Ivri St 5, Ashdod, Israel",31.7915805,34.6383016,1.000,2111,OPERATIONAL,food,hamburger_restaurant,hamburger_restaurant;meal_delivery;food_delivery;american_restaurant;restaurant;food;point_of_interest;establishment,079-591-2242,4,401,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: Closed | Saturday: 6:30 PM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM,yes,places/ChIJE2qXylWiAhURyGdJgeWBYrc/photos/AaVGc3nq3GRa_GNY3l3f2PNL7Vjnrs3XHaelsexPaE3h-VztLRvSIoVbrE--Fz3k0ELnzo5v2n5_t5zgbJIItzOngWgdS9r_CagiAePFVo7rTtSDtMDfpffX11tsXuS_51CmokOj1dmW1ewacZg4L7reNr62kLEzCvcz7_0tHd_I5TW3zAGlG53LXDariPN192wTQsQwTLWzs66m0uj4wI796PNeH3XYrqLq-aXa3uvV044FRCB7EFyYA2vbjgi-FRTMsYJP4YU_SdJ4S_xEKgQvub1ia1wmRQRn9MmQp0QZxestr1qubQWOZZK0_XhkIUlT237GNqU2tdo9sJI8bDX6nrhUljENORTcbcuSVtGrKtboGDk2BPuD34xFlQErQygkPHEUW0mqF5cVnDssDL0F2KWzBjtpGC7x5ADO_m9TB8MS_gUAB9MSKGo8BMsUxvcq,בורגרס בר | BurgersBar | אשדוד כשר,,,,https://maps.google.com/?cid=13214267079375022024&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
high distance (>1km)|LLM (other),3494,verified,llm,נגיסה סושי בר,"עמל 13, פארק תעשיות אפק, ראש העין, Israel",32.0952929,34.9533225,ChIJE7lX6ioxHRURCZ1Uf0q7JnU,נגיסה סושי בר,"Amal St 13, Rosh Haayin, Israel",32.1062858,34.9686805,1.000,1894,OPERATIONAL,food,sushi_restaurant,sushi_restaurant;japanese_restaurant;restaurant;food;point_of_interest;establishment,077-700-0333,3.6,927,Monday: 11:30 AM – 10:30 PM | Tuesday: 11:30 AM – 10:30 PM | Wednesday: 11:30 AM – 10:30 PM | Thursday: 11:30 AM – 11:00 PM | Friday: 10:30 AM – 2:00 PM | Saturday: 7:00 – 10:30 PM | Sunday: 11:30 AM – 10:30 PM,yes,places/ChIJE7lX6ioxHRURCZ1Uf0q7JnU/photos/AaVGc3nXJ8kD3wcSqThGihVg_8kZ_ikx23thNknoRaoJoMMlFUiJjQxzZ7lEl5U0jch_rv9arTdSLKuPQrNZdpxwzER-w1gd23FzVjS_ufXZtdAQlpBlJ065JtYIvdxoCO_-aF4uyADOglHksajoRiqLH6ChiLdibBsdsgX4bf9epS0qw_B3tVuRBQxOtCb1I2j7zJ9HFC65S3zo2hVQW3O56jtH-8fzVmBrMbi2x8QQVsxi3u8gTQ-izBXpB-pqJVuOgqxwq1PQp1ISoSOV9ZBRh6-kAeHY8RkyzV7xf2flIoRsFU_7dyerdMdgD4WOlQJ8MUdz5NSUAedw63Dr3S_p3g2-dRDVd4HQucN2EUbptdSRRXkFa5JJVGWUY_osZr0WHlAnu4X20_fqmqQ-jjb-XPMS5Nkca6vX2wJyPMtdXHglxQ,יוני סיבוני,yes,0.95,"Identical unique business name (Nagisa Sushi Bar), matching street (Amal/עמל) and house number (13), same city (Rosh Haayin). Distance variance likely due to coordinate imprecision in industrial park location. Strong match.",https://maps.google.com/?cid=8441640480190799113&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
chain name|address-first,5433,verified,address-first,פיצה האט,"הביל""ויים 10, גדרה, Israel",31.8152322,34.7765161,ChIJeaV6z9-7AhURvpstDLV_6GM,Pizza Hut,"Ha-Biluyim St 10, Gedera, Israel",31.815266599999994,34.771968799999996,1.000,430,OPERATIONAL,food,pizza_restaurant,pizza_restaurant;pizza_delivery;meal_delivery;food_delivery;meal_takeaway;restaurant;food;point_of_interest;establishment,,3.7,326,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 2:30 PM | Saturday: 8:00 PM – 12:00 AM | Sunday: 11:00 AM – 11:00 PM,yes,places/ChIJeaV6z9-7AhURvpstDLV_6GM/photos/AaVGc3lPtnzXKOmhzY1Z92HwsSovPTPUdqiiAVXchzq_g4kzpD9a086-p9v8eTQZQmS2VH6jhH9cjNxOCKmPww31l_06DocD8Yk3LNmOZEeIGEtDVHaGFifZkkgh88C-GQhBf1YSEQ1SD1UBKGU3sX1IZctfWLvotCNWr-7a3QTsJub0sokM4f_cArG_Gf6dpFZ2lAuEIhb7Zoi3Ats02K89n6M3-veb8Omule6inewqqCAnw-t5J1zqilIbCXpQgSWON-uYhoM-iBNBUs4AjNozWiukQ36FEZfqhpmlJcA2xDjn6fmlfh3rAexEh4H5Ooyo22JUhv9kgLMdUrFdJlnMNtj875vKDou9-at3LUXmZdUX7TFSctOKa25QUzPkVM-VCJIgDi-aRhFxAo_cDArE2v0bDepf-x-hRcO1WS4JE4zJtnpCA6rT8ZdinvPR8usj,פיצה האט - גדרה,,,,https://maps.google.com/?cid=7199144419921861566&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
chain name,2249,verified,regular,פיצה שמש טבריה,"העצמאות 2, טבריה, Israel",32.7886623,35.5391884,ChIJ8YZnJkk-HBURG0m_zcb_B2k,פיצה שמש טבריה כשרות בד״ץ העדה החרדית,"HaAtsmaut St 2, Tiberias, Israel",32.7884324,35.5392131,1.000,26,OPERATIONAL,food,pizza_restaurant,pizza_restaurant;restaurant;food;point_of_interest;establishment,04-672-2300,3.9,790,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: Closed | Saturday: 6:00 – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,yes,places/ChIJ8YZnJkk-HBURG0m_zcb_B2k/photos/AaVGc3kxDZASsbay12FN6zY8HB5md0-R8_v2tRLY4aL2Wv7MvKa0dEtqgmURzXR9aQeUos4d4ybau4Fz4VeSYEz5KJkgmiBu9yM6s1cMEAnRWjw2wh4xZXyjulHUVvFor5y6ai76T05VeuOPVsiK145PjjhZTojuTGPuZeb9QWVLO952zLH07muCsOkvPa612lnKkwCcVXA--I-tUuIBggdnclQPsdZbq9-IgcKhWtVaw8EsWtvpAfL2nm_kKCreOY94o28PfjVEpWCIeDxVN81_c3ruj3zdtTY92vKjfKIOBcjXURHAYH13vYg4dsM99cRNF9dReN26bT4DgTFE2w_g5hhhNH2su_zzfO25F5bSBXhVn4DBbq02yYXjTxUF8bUJIfbRa5G2H9EWuUNZcDB8uDGHPS8dcfNr0htxKcy5izEO-zq140RJUTG85b_itIel,פיצה שמש טבריה כשרות בד״ץ העדה החרדית,,,,https://maps.google.com/?cid=7568298928139880731&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
chain name,3990,verified,regular,שיפודי אהובה,"ירושלים 11, בת ים, Israel",32.0246312,34.7421393,ChIJi7MrQRKzAhURdtGo3mQZ5Ps,שיפודי אהובה,"Yerushalayim St 11, Bat Yam, Israel",32.0247532,34.7428704,1.000,70,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,03-506-3977,4.5,13,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 11:00 AM – 2:30 PM | Saturday: Closed | Sunday: 10:00 AM – 11:00 PM,yes,places/ChIJi7MrQRKzAhURdtGo3mQZ5Ps/photos/AaVGc3n-tvKHuOkYet0AGwd1x-S_8MV4YzhsLEjZdAvB5A5oTS4qXnxqgDboxZWFrK5ciVZzSGeXMb6rX_cVXUgve5S5aJ4qv41N4lTIinv4LeMRxYK3mUt3aeYZg202M6I8XVbcyLkH_1jDfqy9tb2NtCET5lFEbE3gpx5fc7lzKvdZ7Sv_V-YSb3aes3ctLGtLg5mIuUOHu8xSwtn0HzzuJsrpBtcXUOX9WeGsPv6mdlGjtLdkZRZLsXuh12wnfZSiOHLoImWDho3SO_N05sQFlfwROcWxRa2EgeyLVqtfx1MEuyTWSfFgaXztZFWIU6J_weJZrOmGkWudJ_Y1_zImUs3lWocZEPo0vBdakg_X0oxfaL4Z-zWWVToEhtXNwf8w0GcxjQeaXw5r95Gicqlvji_3yaX7y2MosIFLJ8cEdYE13A,סידי שחר,,,,https://maps.google.com/?cid=18150660319232971126&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
chain name|address-first|high distance (>1km),1863,verified,address-first,פיצה האט,"שד' יצחק רגר 53, באר שבע, Israel",31.2822034,34.7991782,ChIJC1k_5kJmAhURSH5ty-QJjcg,Pizza Hut,"מגדלי אביסרור, שדרות יצחק רגר 53, באר שבע, Israel",31.253814300000002,34.798328399999995,1.000,3158,OPERATIONAL,food,pizza_restaurant,pizza_restaurant;pizza_delivery;meal_delivery;meal_takeaway;food_delivery;restaurant;food;point_of_interest;establishment,1-700-506-070,3.5,705,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 11:00 AM – 2:30 PM | Saturday: 8:00 PM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM,yes,places/ChIJC1k_5kJmAhURSH5ty-QJjcg/photos/AaVGc3leaqYCbPBTnqrwqBDB8bCNSqVTk1zfSS8ryOhNZ7T-tAGIjlyjBpeQWUZMbcL72NoUTAk_D-mH4YnpczUnlz_7Vz8zk6XukbMnXUhtJV8YQ7-nN-lSGguLLhxCX4E9B8pBHyjcWj2ZzHS5-XA2csQ7gbVmp6bkf_6nSmzhP1tktqU2Ik3JXZ-RUP6ziKy9KItcYlNS9g43niuQdVurSAJZfnbrGKn5FADCLuSaKQUnYgyL_gxogau-RvEyCxfOgc3pVHgWYyLA4ThyxDGyV6oD94ioNwQjCzc0ROBMZBrJUcQW_kpFdKGgS54S1sUtVe-UHumRzWF1ZHgzF4QjVX56ex_0n0MJf3cmfVfDUxbeMS2HIIqLsjMrpZCy56WlNQS4nBE7cmPlTdjXmLcLKKJWiyTfmr1SDSk1zjgx0f4pCdsT,פיצה האט - באר שבע - אביסרור,,,,https://maps.google.com/?cid=14451217657571933768&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
chain name|address-first|high distance (>1km),5363,verified,address-first,פיצה שמש,"דרך יצחק רבין 15, בית שמש, Israel",31.7397362,34.9829909,ChIJ4ZsUll_EAhURCvrgCD4VEww,Pizza Shemesh,"Derech Yitshak Rabin 15, Beit Shemesh, Israel",31.746749299999998,34.9934994,1.000,1263,OPERATIONAL,food,pizza_delivery,pizza_delivery;meal_delivery;food_delivery;food;point_of_interest;establishment,02-586-9444,4,468,Monday: 11:30 AM – 11:00 PM | Tuesday: 11:30 AM – 11:00 PM | Wednesday: 11:30 AM – 11:00 PM | Thursday: 11:30 AM – 11:00 PM | Friday: 9:00 AM – 2:00 PM | Saturday: 6:30 – 11:00 PM | Sunday: 11:30 AM – 11:00 PM,yes,places/ChIJ4ZsUll_EAhURCvrgCD4VEww/photos/AaVGc3leB0IlD8IIeDLxJhFQHPdKMxxnaBKmHJ5QwvbTmActJX11wEbdSyD5nsmWliEL9M4Lx4fIF3ZACfYk2oDDdkNgR5Z8lEg4nHN5itXNkmDfLFV9t-bpyPBaIf7dYhIaM-G8-_kmXeanOYRsQlwkwwheAR7VIapu2EQAnditsUa2NKW4OytpQXN04IPAGdUfVOU2mnO6mAKbOWSrTywctapDyCajIh1PJevsRUedYTe4QJkEfpIIHmITdQgqZmCphOluPUP8FBdZU1zOwyLh1X_UqK7MH_irypWThENakIDwRClTJymbpr7HPYr3Iyf8f9KWOYuHOoqNAsOyxxpuTEwnEMjP0LXfzmC5fDRFB3-Z4ol9LdbtRtoUP_8Y6awyt_uuWpo9_gT0_G9JpypLsgApOJAB0o7b1rUcCG2xN97W3g,Dov Bruce Krulwich,,,,https://maps.google.com/?cid=870062509193755146&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
